WORD,AFFIX,NOUN_CLASS,DESCRIPTION,POS,PAGE-COLUMN,FULL_ENTRY
ubwâhuro,,,recevoir les lotions rituelles,v.,P4-C2,"ubwâhuro, 14, (cfr -âhur-), Guhâbwa ubwâhuro bwa Kiranga, recevoir les lotions rituelles qui permettront à une jeune fille de se marier sans crainte, si autrefois elle a dû kubandwa; ces lotions lui seront adrministrées par le devin sous le même arbre sacré où elle a participé aux rites d'initiation (kubandwa)."
kwìyahuaza,-je,,se fuer au moyen de,v.,P4-C2,"kwìyahuaza, -je, (cfr -îyahur-), se fuer au moyen de. i"
urwâhuzo,inz-,11,sillon fatit par la houe dans un champ,n.,P4-C2,"urwâhuzo, inz-, 11(t0, (cfr -âhuro 3), sillon fatit par la houe dans un champ. Coup de pioche. Prov. 1336."
umwăhwa,imy-,3l4,"simples; herbe, feuille, racine d'arbre ou d'herbe servant de remède",n.,P4-C2,"umwăhwa, imy-, 3l4, (cfr -âh-), simples; herbe, feuille, racine d'arbre ou d'herbe servant de remède. Syn. umusábiko. || Umva umwăhwa ! UUUmva umùûti!, ça, c'est réussi!"
umwakaāka,imy-,34,nouveauté un habit,n.,P4-C2,"umwakaāka, imy-, 34, (cfr -aKāk-), nouveauté un habit. || Blancheur. Syn. ubwëre, umwërāsi."
urwakāka,,11,groupe collection d'objets brillants,n.,P4-C2,"urwakāka, 11, (cfr -akāk-), groupe, collection d'objets brillants, animés. Urwakāka rw'âbâna, une multitude d'enfants insouctants. Urwakāka rw'abagnwa, une foule de princes ou de chefs. Urwakāka rw'inzu zisizé ishwagara, Véciat des maisons chaulées,"
kwakāka,-tse,,marcher le cœur léger,v.,P4-C2,"kwakāka, -tse, (cfr -ak-), marcher le cœur léger, sans se soucier de rien, Syn. gukēëmagira. | Etre brillant, très blanc. Syn. gusáâyangana. | Etre vêtu de blanc. || Brûûler de soif."
kwakākana,-nye,,ennuyer inportuner qqn à tour de rôle,v.,P4-C2,"kwakākana, -nye, (cfr -ak- demander), ennuyer, inportuner qqn à tour de rôle. || Colporter rapidement (parole, nouvelle). || Kwakākana ivyúkuryá, manger gloutonnement (à plusieurs). Syn. gutânguranwa,"
kwaka,-tse,,"briller, luire, s'allioner, brûler",v.,P4-C2,"kwaka, -tse, briller, luire, s'allioner, brûler. Syn. gusáyangana. Prov. 117, 1830, 1933."
kwaka,-tse,,réclamer qach. à qan,v.,P4-C2,"kwaka, -tse, réclamer qach. à qan. Prendre une chose à autrui. Insango zihāabwa bōse: abagabo bāka umukûndanīsha numugòóre ngo bashiré hamwé p'ibjindi, tout le monde a recours aux philtres: les hommes réclament un remède pour être aimés par leur femme, pour qu'ils s'entendent, etc. Prov. 85, 358, 818, 941, 1514."
kwîyaka,-tse,,échapper,v.,P4-C2,"kwîyaka, -tse, (cfr -ak-), échapper. Ijambo ryamwíyatse, ce mot lui a échappé. kòsa ryamwiyatse, i a laissé passer cette faute,"
umwâka,imy-,34,"année, période de douze lunaisons",n.,P4-C2,"umwâka, imy-, 34, an, année, période de douze lunaisons, Uyu mwâka, cette année-ci. Mwàkūyu, Pan prochain, Pan dernier. Umwaku wa mwâkūyu, parole licencieuse, personne indigne. Uyu mwâka n'uwa kámwe, cette année sera décisive pour certains. Umwàâàka uba urashíze, à la fin de lannée, l'année finie, Umwâka ni waherá, lorsque nous serons à la fin de Par ext. délai très long et indéterminée. Kumara umwâka ku gikórwa, lambiner dans son travail, agir avec une extrême lenteur. Au plur. il y a très longtemps: yagiye imyâka, i y a une éternité qwil est parti, Imyâka y'ivú, dans Fantiquité. || Récolte. Kuryá umwâka, manger de la pâte d'éleusine de la nouvelle récolte. Autrefois, les années se calculaient d'après les récoltes. Prov. 472, 530, 788, 1422, 1808, 1992, 2078, 2423, 2607. FROUWBORST 122."
umwakākano,imy-,,Gêne causée par la mésentente.,n.,P4-C2,"umwakākano, imy-, (cfr -akākan-), insociabilité, gêne causée par la mésentente. Syn. umusindo."
kwakana,-nye,,Brûler (feu) qu'on fasse.,v.,P5-C1,"kwakana, -nye, (cfr -ak- brûler), brúler (feu) quci qu'on fasse."
kwakana,-nye,,Se réclamer mutuellement un objet.,v.,P5-C1,"kwakana, -nye, (cfr -ak- demander), se réclamer mutuellement un objet."
urwâgkanákana,inz-,10,Peau pendante sous ie cou de la vache.,n.,P5-C1,"urwâgkanákana, inz-, 1j10, fanon, peau pendante sous ie cou de la vache."
kwìyakira,riye,,accoucher sans être aidée,v.,P5-C1,"kwìyakira, riye, (cfr -akïr-), accoucher sans être aidée. || Fig. Kuvyâra ukîyakīra, être heu reux, avotr de la chance. Syn. guhîrwa."
kwakirana,-nye,,briller dune lumière éclatante,v.,P5-C1,"kwakirana, -nye, (cfr -ak- allumer), briller, resplendir dune lumière éclatante. Syn. gukáyangana. nzu yākiranamwo amatára mërnshi, beaucoup de lampes brûlent dans cette maison, Avoir un visage souriant, Etre gai. Syn. guhimbāra. Kwakiranamwo urwěze, être resplendissant de joie, avoir le regard brillant de joie. || Eire très propre, joli; briller de propreté."
kwakiranwa,-anywe,,porter une charge à tour de,v.,P5-C1,"kwakiranwa, -anywe, (cfr -ak- demander), porter une charge à tour de"
kwakiranya,-nije,,"employer alternativement des outils, des instruments",v.,P5-C1,"kwakiranya, -nije, (cfr akīr-), (averse, giboulée). || Kwakiranya employer alternativement des outils, des instruments. || Kwakiranya amakófe imisâáya yōse, gifler gan sur les deux jones. || Kwakiranya ingoma, tambouriner en cadence."
umwâkanywa,-akan-,,mot qui revient spontanément dans la bouche,n.,P5-C1,"umwâkanywa, 3, (cfr -akan-), mot qui revient spontanément dans la bouche, locution qu'on a l'habitude de glisser à tout bout de champ dans la conversation."
ubwaăkara,-kara,,,v.,P5-C1,"ubwaăkara, v. -kara."
amākira,-ak-,,averses qui annoncent le début de la grande saison sèche,n.,P5-C1,"amākira, (cfr -ak- demander), averses quì annoncent le début de la grande saison sèche. Syn. impëshi. || Bruit de sabots que font les vaches en courant. || Filet de pêche à mailles targes. Syn. umukwăbu (sw.)."
kwakira,-ye,,marcher fièrement dun pas leste,v.,P5-C1,"kwakira, -ye, (poét.), marcher fièrement dun pas leste. . -riye, (cfr -ak- demander), accepter ce qu'on vous tend, prendre. Uraza wākire vyâà bindí ku mugóróba, tu viendras prendre ce soir ce dont nous avons parié. Wakîre nmâmâzi yó mw-isūimo, prends aussi de Veau dans une chute. Kiranga kirakíbarira ngo çākîre itûroo, Kiranga lui dit d'accepter l'offrande. Syn. kwabīra. Kwakira umushitsi, recevoir un visiteur, accueillir un hôte. Kwakira umuvyêyi, aider une femnme en couches. Kwakira vmuntu, aider qan. Syn. kuruhtra, | Kwakira ururirimbo, reprendre le refrain dun chant. || S'accoupler, s'étreindre dans lPunion sexuelle. Kwakīira ubugeni, coutume qui oblige les parents d'une jeune fille demandée en mariage à avoir des relations sexuelles entre eux pour sceller et féconder de l'inkwâno ou gage matrimonial. Prov, 1880,"
umwakiranyo,imy-,34,action Temployer alternativement,v.,P5-C1,"umwakiranyo, imy-, 34, (cfr -akirany-), action Temployer alternativement, || Son cadencé du tambour; rythme alterné, Syn. umutimbo wingoma."
kwakīrira,-yee,,prendre à la place de,v.,P5-C1,"kwakīrira, -yee, (cfr -akīr-), prendre à la place de. Bāmwakiriye ishikánwaa, on a agréé son cadeau (cruche de bière)."
kwakirizaa,-je,,"recevoir, prendre au moyen de",v.,P5-C1,"kwakirizaa, -je, (cfr -akīr-), recevoir, prendre au moyen de. Kwakiriza yōmpi, accueillir avec enthousiasme. Yanyakirije yōmpi, H m'a reçu â bras ouverts."
kwakiriza,-je,,"activer le feu pour, ranimer le feu au moyen de",v.,P5-C2,"kwakiriza, -je, (cfr -ak- activer le feu pour, ranimer le feu au moyen de."
icākirizo,-,118,pot à lait (en bois),n.,P5-C2,"icākirizo, ivyakirizo, 118, (cfr -akiriz-), pot à lait (en bois). Sya. icănsi. Il était strictement interdit de mettre le lait en contact avec m'importe quel métal."
umwakiro,imy-,,"action d'aider une pariuriente, accouchement",n.,P5-C2,"umwakiro, imy-, (cfr -akīr-), aciion d'aider une pariuriente, accouchement."
kwakirwa,-we,,"être desséchés, souffrir de la sêcheresse (champs)",adj.,P5-C2,"kwakirwa, -we, (cfr -ak- brûler), être desséchés, souffrir de la sêcheresse (champs). Syn. kuragarira. Avoir soif. Syn. kunyôterwa."
kwakirwa,-riwe,,"être agréé, accepté, accueilli",adj.,P5-C2,"kwakirwa, -riwe, (cfr -akīr-), étre agréé, accepté, accueilli. Imbónero y'ûbûki yarâkīrwa, le cruchon de miel était remis (pour qu 'on le dépose chez le rai). || Néol. étre épousée (fille)."
Abākīsho,,,"mauvaise famille twa; autrefois, étaient chargés de trarsmettre Jes présents offerts au roi.",v.,P5-C2,"Abākīsho, 2, mauvaise famille twa; autrefois, étaient chargés de trarsmettre Jes présents offerts au roi."
umwăku,Imy-,,"balayure, saleté; excréments.",n.,P5-C2,"umwăku, Imy-, (cfr -akur-), balayure, saleté; excréments. Syn. umwavu, umwanda, amaziràntoke. || Fig. Malchance, vilénie. Indignité, Umwăku wa mwâkūyu, objet, parole ou personne indigne. Amajambo yumwăku, des propos licencieux. urmwăku!, ne -wen parle pas, cela me dégoûte!"
ubwăku,,14,"haleine, souffie.",n.,P5-C2,"ubwăku, 14, (cfr -akur-), haleine, souffie. |l Fig. Fausseté. Twumvīse bári n'ubwaku bubi turabareka, devant leur mauvaise foi, NOus avons pas insisté,"
icăkunze,-kunze,,,v.,P5-C2,"icăkunze, v. -kunze."
kwâmagiza,-je,,semer du sorgho,v.,P6-C1,"kwâmagiza, -je, (cfr -âm- fructifier), semer. Kwâmagiza amasâka, semer du sorgho. | Intr. commencer, entamer. || Kwâmagiza umuntu, ennuyer, gêner, embarrasser qqn. Syn. kubúragiza."
kwâmáâhho,-myėho,,"être toujours, être éternel",v.,P6-C1,"kwâmáâhho, -myėho, (cfr -âm-), être toujours, être éternel. || Etre facile à obtenir, Amâzi yó yāmàâho, mais leau esi chose commune, est à ja portée de tous."
Nyawămaho,la,,Syn. Imâna,n.,P6-C1,"Nyawămaho, la, (cfr -âmâho), Syn. Imâna."
kwâmakara,-ye,,"s'acagnarder, mener l'existence oisiye d'une grande dame",v.,P6-C1,"kwâmakara, -ye, (cfr -Amikazi 1), s'acagnarder, mener l'existence oisiye d'une grande dame. Syn. kwâmikara."
kwâmāma,-mye,,chasser des oiseaux d'un champ.,v.,P6-C1,"kwâmāma, -mye, (cfr chasser), empêcher plusieurs fois qqn de faire mal Kwâmaāma inyoni, chasser des oiseaux d'un champ."
icāmamiryango,,,V. -ryango.,v.,P6-C1,"icāmamiryango, V. -ryango."
kwâmāmura,-ye,,"chasser des insectes ailés, des oiseaux.",v.,P6-C1,"kwâmāmura, -ye, (cfr -âmām-), chasser des insectes ailés, des oiseaux. || Séparer des batailleurs, des gquerelleurs."
kwiîyamāmura,-ye,,se débarrasser des mouches qui voltigent autour de soi.,v.,P6-C1,"kwiîyamāmura, -ye, (cfr -4māmur-), se débarrasser des mouches qui voltigent autour de soi. Kwîyamamura umuntu, se débarrasser d'un casse-pieds, d'ut gÊneEUTF,"
kwâma,-ââmye,,"porter du fruit, fructifier, être Jécond",v.,P5-C2,"kwâma, -ââmye, porter du fruit, fructifier, être Jécond. Biva mu mibiti bătēye ikâma, elles provienneni de courges cultivées et qui portent du fruit Hāamàáko ibircnde, imikuza, ibisābo nimbaya, tes fruits de cette plante sont utilisés comime calebasses, gourdes, barattes et gobelets. || Etre toujours; (faire) sans cesse, Wamyè he ?, où étais-tu? Abó kămye ntáho kajá, (Prov.), une mauvaise habitude ne se perd pas facilemeni. || Loc. Kwâma uruhbere, avoir la gale, être galeux. Kwâma amashûrwé, fleurir. Kwâma ku kabāje ndé, perdre son temps, travailler sans succès, Cfr -gondo 8, | En complexe verbal, ce verbe régit l'indicatif, le conjonctif ou Fintfinitif; il n'est jamais suivi de subsécutif ou de subjonçtif, Le sens de ces constructions est: souvent, longtemps, (faire) toujours. Yāmye akóra, il a travaillé sans arrêt, il a été diligent. múgavye, soyez sans cesse sur vos gardes, Murāma rēró múrondera ivy'ijuru, cherchez donc toujours à aller au ciel. Igisābo cāma arí kimwé cânké bibiri, il y a toujours une ou deux barattes. Umunwa wumubêshi wāma uréshwaresbhbwa, fa bouche du menteur est continuellement en mouvement. Prov. 66, 129, 134, 285, 334, 366, 596, 666, 774, 852, 1455, 1523, 1788, 1840, 1972."
kwâma,-âmye,,"écarter de soi (par des gestes, des cris)",v.,P6-C1,"kwâma, -âmye, écarter de soi (par des gestes, des cris). Kwâma isāzi, chasser les mouches."
kwiyama,-mye,,"empêcher, chasser, se débarrasser, écarter de soi, repousser avec des gestes",v.,P6-C1,"kwiyama, -mye, (cfr empêcher, chasser, se débarrasser, écarter de soi, repousser avec des gestes. Kwiyama isāzi, chasser les mouches de sa plaie."
kwâmaegira,-ye,,"se rengorger, marcher avec fierté",v.,P6-C1,"kwâmaegira, -ye, (cfr -âm-), se rengorger, marcher avec fierté. Syn. kwîreëebhuūra."
kwîyamangaza,-je,,"faire de grands gestes pour écarter (des importuns, des oiseaux, du bétail, etce.).",v.,P6-C2,"kwîyamangaza, -je, (cfr -îyam-), faire de grands gestes pour écarter (des importuns, des oiseaux, du bétail, etce.)."
kwîyamangira,-ye,,faire beaucoup de gestes pour écarter de soi (des insectes par ex.),v.,P6-C2,"kwîyamangira, -ye, (cfr -îyamn-), faire beaucoup de gestes pour écarter de soi (des insectes par ex.)"
kwîyamangura,-ye,,"essayer de chasser, d'écarter de soi par des gestes répétés, || Manifester de lénervement, s'exciter.",v.,P6-C2,"kwîyamangura, -ye, (cfr -îyamangir-), essayer de chasser, d'écarter de soi par des gestes répétés, || Manifester de lénervement, s'exciter."
bwâmano,,14,"naturel, Ubumúga bwâmano, buvûkano, infirmité naturelle, congé- i",adj.,P6-C2,"bwâmano, 14, (cfr -âmanHn-), naturel, Ubumúga bwâmano, buvûkano, infirmité naturelle, congé- i"
Abarwamba,,,"famille de Hutu, descendants de Rwamba.",n.,P6-C2,"Abarwamba, 2, famille de Hutu, descendants de Rwamba."
Abênerwamba,,,"famille de Tutsi, dont l'ancêtre éponyme était Rwamba.",n.,P6-C2,"Abênerwamba, 2, famille de Tutsi, dont l'ancêtre éponyme était Rwamba."
umwămba,imy-,,solive.,n.,P6-C2,"umwămba, imy-, solive, Syn, umutămbikwa."
kwâââmbagira,-iye,,chercher en vain.,v.,P6-C2,"kwâââmbagira, -iye, (cfr -amb--), chercher en vain."
kwâmbagirana,-anyee,,se fatiguer à plusieurs sans trouver ce qu'on cherche.,v.,P6-C2,"kwâmbagirana, -anyee, (cfr -âmbagir-), se fatiguer à plusieurs sans trouver ce qu'on cherche. | Kwâmbagirana umwâna, flâner avec un enfant suy le dos."
kwâmbagirika,-tse,,"courir çà et là, s'affairer.",v.,P6-C2,"kwâmbagirika, -tse, (cfr -âmbagir-), courir çà et là, s'affairer. | Kwâmbagirika umuntu, chercher qqn sans le trouver. || Ennuyer, envoyer faire plusieurs fois. Syn. gutúmagiza."
kwâmbagizwa,-jwe,,"être envoyé plusieurs fois à tel endroit, aller d'Hérode à Pilate.",v.,P6-C2,"kwâmbagizwa, -jwe, (cfr -âAmbagir-), être envoyé plusieurs fois à tel endroit, aller d'Hérode à Pilate. Kwâmbagizwa n'inzara, errer, poussé par la faim."
kwîyàambaguwra,-ye,,jeter les bras au ciel.,v.,P6-C2,"kwîyàambaguwra, -ye, (cfe -ambagir-), jeter les bras au ciel, Syn. kwisārumba. Etre embarrassé à Farrivée Qun visiteur, regretter de ne pas pouvoir bien recevoir qqn. || Ne pas tenir en place. Syn. kubúyabuya. || Admirer en jetant les bras au ciel."
kwambamba,-mvye,,se tordre de douleur; demander du secours à n'importe qui sans espoir d'en recevoir.,v.,P6-C2,"kwambamba, -mvye, (cfr -amb--), se tordre de douleur; demander du secours à n'importe qui sans espoir d'en recevoir. || Etre fort gêné."
kwambambira,-ye,,supplier. Se cacher.,v.,P6-C2,"kwambambira, -ye, (cfr -ambamb-), supplier. I| Se cacher. | Kwambambira imibōho, aller à la guerre; être au combat."
umwâmbango,imy-,3j4,Mezoneurwin angolense WELW.,n.,P6-C2,"umwâmbango, imyâmbango, 3j4, Mezoneurwin angolense WELW. ex OLIV."
kwambara,-ye,,"se vêtir, s'habiller.",v.,P6-C2,"kwambara, -ye, (cfr -ambik-), se vêtir, s'habiller. Kwambara amaremba, être pauvremeni vêtu. Kwambara ikirēhamweko, s'habiller richement. Kwambara ubùsa, être nu. || Porter des ornements, des parures. Kwambara amaròri, porter des lunettes. Xwambara isâha, porter un bracelet-montre. Kwambara ibihēko, porier des amulettes. Mw-izosi bămbara iìgihėte, au cou, on se parait d'un croissant. || Amâzi atambáye, de leau seule, sans y mélanger quoi que ce soit, | Ramener du pollen (abeilles). |) Fig. Kwambara ibára ou kuryambara, être déshonoré. Avec une construction verbale négative, permet de former des superlatifs: Ntiyīrúka yarââmbaye ibára, il couri très vite. Ntiyōgá yarâmbaye ibára, c'est un nageur exceptionnel, Prov, 613, 983, (-ambarar- 1635). TROUWBORSYT 127, 150,"
inyámbarabămi,-mi,,Ami.,v.,P7-C1,"inyámbarabămi, v. -Ami."
Abâmbaramísănga,,,,v.,P7-C1,"Abâmbaramísănga, v."
kwambarana,-nye,,"se vêtir de plusieurs habits superposés, se prêter mutuellement des habits.",v.,P7-C1,"kwambarana, -nye, (cfr -ambar-), se vêtir de plusieurs habits superposés, || Se prêter mutuellement des habits. | Kwambarana umwanda, se vêtir avec recherche mais sans se laver; porter des habits sales."
Vbwambaràngwe,,,Y.,n.,P7-C1,"Vbwambaràngwe, Y."
umwambaro,imy-,34,"vêtement, costume complet.",n.,P7-C1,"umwambaro, imy-, 34, (cfr -ambar), vêtement, costume complet. Imyambaro y'abakōbwa b'ŭbu, les vêtemenis des jeunes filles d'aujourd'hui, Prov. i662."
inyàmbaro,,9|10,vêtement.,n.,P7-C1,"inyàmbaro, 9|10, (cfr -ambar-), vêtement. Inyàmbaro yâcu yari urubú rwumuvúmu wuruhú rw'igikôkó, notre vêtement était la « peti» du ficus et la peau de bête. Ivyó abagabo n'abasóre bagirá ubu mu-nyâmbaro, ce quë portent actuellement les hommes et les jeunes gens en fait de vêtements."
kwambarwa,-bawe,,être habillé.,v.,P7-C1,"kwambarwa, -bawe, (cfr -ambar-), être habillé. Kwêreka ingéne intāma yambárwa, montrer comment faire,"
inyàmbárwa,,56,"parure, vêtement, habit gue lon porte.",n.,P7-C1,"inyàmbárwa, (cfr -ambarw-), parure, vêtement, habit gue lon porte. amămbarwa, 56, (cfr -ambarw-), corne. Syn. inégwa, ihëmbe."
kwambura,-ye,,Prendre par force.,v.,P8-C1,"kwambura, -ye, (cfr -ambik-), déshabiller. || Prendre par force. || Fig. Kwambura umuntu, insulter qan, le déshonorer. Nkambura abakwé (imprécation)!, plutôt mourir? que je sois déshonoré! Jyó yadendûtse rwōse rëró baca bámwambura ivyambarwa vyîwé, lorsaqwil était tout à fait mort on le dépouillait aussitót de iout ce qu'il portait sur le corps. Prov. 1584, 2059."
umwâmburá,imy-,344,Kabit usé quon donne à qan.,n.,P8-C1,"umwâmburá, imy-, 344, (cfr -ambur-), kabit usé quon donne à qan. Syg. umukûrá."
kwamburana,-nye,,Se déshabiller lun lautre.,v.,P8-C1,"kwamburana, -nye, (cfr -ambur-), se déshabiller lun lautre. || Se voler mutuellement. Syn. kwîbana. || Brigander."
umwamburanyi,ab-,112,"Brigand, pillard, voyou.",n.,P8-C1,"umwamburanyi, ab-, 112, (cfr -amburan-), brigand, pillard, voyou. Syn. umwambuzi, igisùuma."
umwămbure,ab-,1|2,personne nue,n.,P8-C1,"umwămbure, ab-, 1|2, (cfr -ambur-), nu, personne nue. Syn. umukóbwe, amamônywá."
ubwămbure,,14,endroit du corps où habituellement se trouvait un objet,n.,P8-C1,"ubwămbure, 14, (cfr -ambur-) endroit du corps où habituellement se trouvait un objet, (parure, vêtement)."
