WORD,diff_status,WORD_OLD,WORD_NEW,DESCRIPTION_OLD,DESCRIPTION_NEW,POS_OLD,POS_NEW,AFFIX_OLD,AFFIX_NEW,NOUN_CLASS_OLD,NOUN_CLASS_NEW
4204,CHANGED,,ingoma,,"fruit. Ingoma y'igitōke, main de bananes Ha plus développée suť un régime. Biratônze ku-ngomaa, (devinette), ils sont alignés sur la première rangée de bananes d'un régime; ivynsi ku ruhimbi, les pots à lait sur une claie (servant de garde-manger).",,,,ama-,,9j6
4205,CHANGED,,ingoma,,tambour.,,n,,,,
4206,CHANGED,,igikomàngoma,,"prince de sang, qui ne descend pas en ligne directe du roi régnant; bras droit du roi, Médiateur",,n,,ibi-,,718
4207,CHANGED,,umushikiràngoma,,"ministre du roi, Umushikīràngoma mukùûru agashiíra ijwi hējuru, akêreka umwămi ishengero, ati ngūyú umwămi, le ministre principal prend la parole, montre le roi à la foule en disant : voici le roi",,,,aba-,,
4301,CHANGED,,urugongo,,rasoir,,,,,,11|10
4302,CHANGED,,umugôngo,,"siège, fondement, coccyx, marcher à reculons, se coucher, faire demi-tour, avoir mal au dos, euphémisme des règles",,N,,imi-,,
4303,CHANGED,,ikinyámugôngo,,"(cfr -gōngo 3), lumbago, tour de reins.",,noun,,ibi-,,78
4313,CHANGED,,ikigongwe,,"pitié, pardon",,noun,,ibi-,,718
4314,CHANGED,,Ruburakigongwe,,"manquer de, pitié",,noun,,"-búr-, -gongwe",,1a
4328,CHANGED,,bihíribígōnzi,,python enroulé,,,,"-híri, -gğnzi",,9
4329,CHANGED,,umugonzo,,herbe à potasse (dont on tire du sel),,n,,imi-,,344
4330,CHANGED,,kugōra,,"donner de la peine, du tourment, affliger",,n,,-ye,,
4331,CHANGED,,kwîigōra,,"sévertuer, se donner du mal, faire effort. || Néol. se mortifier.",,,,-ye,,
4336,CHANGED,,kugóragoza,,perdre un enfant (femme),,v.,,-,,
4337,CHANGED,,kugorama,,"être courbé, tordu",,v.,,-,,
4338,CHANGED,,ikigóramangé,,"tordt, torse",,n.,,ibi-,,718
4339,CHANGED,,akagóramangé,,imperfection,,n.,,utu,,12)13
4344,CHANGED,,mugoòranje,,terme de référence: ma fenme. La sæur de ma femme.,,n.,,,,
4345,CHANGED,,umugòre,,une personne de sexe féminin.,,n.,,aba-,,
4346,CHANGED,,imitùúrabagóre,,"femmes), que les femmes goûtent pour savoir s'ils sont cuits.",,n.,,-gòre,,
4347,CHANGED,,umugoreko,,"germe de haricot, cotylédon.",,n.,,,,
4348,CHANGED,,kugōrerwa,,"éprouver de la peine, être dans les difficultés.",,,,-gōrewe,,
4349,CHANGED,,kwîgōrerwa,,"être dans une mauvaise passe; se couper en quatre pour se tirer d'un mauvais pas,",,,,-ewe,,
4350,CHANGED,,ingòóri,,sorte de jonc poussant principalement dans les vallées (sans autres spécifications). On s’en sert pour faire de la vannerie. Syn. intáretáre.,,,,,,910
4352,CHANGED,,ikizígangòóri,,"produit de la macération des feuilles pour teindre les fibres servant à la vannerie; produit bu en cas d'adhérence placentaire; bois sert à faire des amulettes; terme noble, palais",,n.,,ibi-,,
4353,CHANGED,,umutâhàngóro,,essence forestière non déterminée,,n.,,imi-,,
4354,CHANGED,,Abagórōba,,bonne famille hutu,,n.,,,,
4355,CHANGED,,umugórōba,,"soir, soirée, crépuscule",,n.,,,,
4368,CHANGED,,igorōra,,pipe dans laquelle on fume le chanvre,,n.,,ama-,,56
4369,CHANGED,,igorora,,Polygonum pulchrum,,n.,,ama-,,5|6
4370,CHANGED,,kugorōra,,"redresser. Détendre. Etendre. Kugorōra umugôngo, se coucher, prendre du repos. Kugorōra ukubóko, tendre le bras. Kugorōra umwâna, éduquer un enfant. Kugorōra akaguru, mourir (ne se dit que des pauvres). || Néol. Kugorōra impûňzu, repasser du linge.",,v.,,-ye,,
4371,CHANGED,,ingororano,,bétail offert en cadeau de gratitude,,n.,,,,9|10
4372,CHANGED,,ingoróre,,redevance due au chef lors de son accession au pouvoir afin de reconnaître son autorité.,,n.,,,,9|10
4373,CHANGED,,kugororera,,"offrir un cadeau, un tribut, une redevance",,v.,,-ye,,
4374,CHANGED,,umugororo,,"régime de bananes avant maturité, en formation.",,n.,,imi-,,3|4
4375,CHANGED,,ubugororo,,amende honorable; réparation.,,n.,,,,14
4428,CHANGED,,umugòózi,,Sortes de cordes,,n.,,imi-,,
4429,CHANGED,,ingózi,,lacet,,n.,,,,
4430,CHANGED,,urugòzi,,plante à liane rampante,,n.,,in-,,11|10
4431,CHANGED,,kugôzōra,,éplucher une banane non encore bien formée,,v.,,-ye,,
4488,CHANGED,,umugúguré,,reste d'un objei rongé par ies rats,,n.,,imi-,,34
4489,CHANGED,,kugúgura,,"être suranné, être de précédente (récolte)",,v.,,-ye,,
4490,CHANGED,,kugôguza,,"branler, hocher la tête",,v.,,-je,,
4491,CHANGED,,umuguha,,nom de la plante employée par le pluviator pour faire tomber la pluie,,n.,,,,
4505,CHANGED,,kugūma,,Etre impulsif.,,,,-mye,,
4506,CHANGED,,ntirugumá,,"9aljla, (cfr -gum-), Tephrosia heekmanniana HARMS.",,,,,,9
4507,CHANGED,,akagûma,,"mouvement, impulsion, turbulence. Syn. umuyégayego. || Curiosité, Syn. uru- sâku. Gushíra akagûîma ku muntu, vilipender qqn.",,,,,,12
4572,CHANGED,,kwîigungagunga,,,,n.,,-ze,,
4573,CHANGED,,kugûôngamara,,,,v.,,-ye,,
4574,CHANGED,,urugňûngamika,,abattement dans lequel se trouve à qui on a donné des remèdes pour pouvoir le voler àise,,n.,,in-,,1110
4575,CHANGED,,kugûôngamiza,,"se morfondre, attendre longtemps; attendre loccasion de faire un mauvais COup",,v.,,-je,,
4576,CHANGED,,urugûngamiza,,"autre nom du rugombeko, ce remède magique qui, placé dans les champs, figerait sur place le voleur de récoltes ou le forcerait à restituer.",,n.,,in-,,11|10
4577,CHANGED,,kwîgungana,,"être égoïste, se mettre à écart avec.",,n.,,-nye,,
4578,CHANGED,,kugûngarara,,"demeurer, rester debout, attendre le moment propice, chercher à nuire, à voler, etc.",,v.,,-yee,,
4579,CHANGED,,kugûngāza,,"prendre un air décidé, rester ferme pour en imposer et agir nuisiblement ensuite.",,v.,,-je,,
4592,CHANGED,,umugûûngūru,,malchance,,n.,,imi-,,
4593,CHANGED,,ingûnguza,,usurier,,n.,,,,9|10
4594,CHANGED,,ikigungūzi,,"monceau, amas, amoncellement",,n.,,ibi-,,7)8
4595,CHANGED,,ingùûni,,"mépris exprimé par un ou plusieurs mouvements de la glotte, bouche fermée",,n.,,,,9)10
4700,CHANGED,,ingwábari,,compost,,n.,,,,9|10
4701,CHANGED,,kugwabira,,être épuisé,,v.,,-ye,,
4702,CHANGED,,umugwagure,,"homme ou fenme usé, vieilli.",,,,aba-,,1i2
4703,CHANGED,,umugwagure,,"homme ou fenme usé, vieilli",,n.,,aba-,,1i2
4760,CHANGED,,kugwinyira,,"saisir à la volée, happer au vol. Attraper un objet qui tombe.",,,,-riye,,
4761,CHANGED,,ikigwînyirá,,"toujours en C ou C: obèse. Umuntu wikigwinyilrá, ou ikigwîinvirá cumuntu, une personne très corpulente.",,,,,,7
4763,CHANGED,,ngwizá,,signe de multiplication; multiplicateur.,,,,,,9|10
4852,CHANGED,,intáhahá,,,,adj.,,,,910
4853,CHANGED,,umukâhá,,,,n.,,imi-,,3j4
4854,CHANGED,,guhahamira,,"rechercher avec ardeur, poursuivre. || Désirer ardemment.",,v.,,-ye,,
4855,CHANGED,,guháhazwa,,"être maltraité, opprimé. Vivre sous le joug.",,v.,,-jwe,,
4876,CHANGED,,hbăkurya,,,,,,-kurya,,
4877,CHANGED,,guhákuza,,"faire retirer le miel de la ruche, faire sortir la de la marmite.",,faire,,-je,,
4878,CHANGED,,umukhákuzi,,apiculteur,,n,,aba-,,1|2
4879,CHANGED,,guhákwa,,faillir,,,,-tswe,,
4884,CHANGED,,inagahama,,variété de haricots rougeâtres,,n.,,,,
4885,CHANGED,,Abaziragahama,,famille de Tutsi,,n.,,,,
4886,CHANGED,,guhama,,"rester, demeurer",,v.,,-mye,,
4887,CHANGED,,kwîhama,,sen prendre à soi-même,,v.,,-mye,,
4944,CHANGED,,umuhámuro,,"imprécation, insufflation, toute parole, tout geste destiné à procurer à un médicament son efficacité magique.",,,,imi-,,3|4
4945,CHANGED,,guhámuza,,faire de la magie sympathique àlaide de; se servir de tel instrument pour atteindre un but magique.,,,,-je,,
4946,CHANGED,,impămvu,,"cause, raison, motif.",,,,,,9|10
4947,CHANGED,,guhâmvya,,"Atteindre, rejoindre. Attraper. Akabwá gaca kava háne gahamvya izīndi guhîga, le petit chien sen alla aussitôt se joindre aux autres pour chasser.",,,,-hâmbije,,
4976,CHANGED,,uruhândé,,plante de la famille des arachides et dont les racines sont comestibles.,,n.,,-hand-,,1110
4977,CHANGED,,umuhănde,,banane à bière.,,n.,,imi-,,
4978,CHANGED,,uruhănde,,"côté. Partie, Uruhănde rw’înká, la moitié d'une vache abattue. fruhănde, à côté. Iruhănde y'inzira, à côté du chemin. Hampănde, à côté de. Hampănde y’izîko, près du foyer.",,n.,,,,1110
4979,CHANGED,,rugenìmpănde,,"(-gen- désigner, -hănde 910 les points cardinaux), boussole.",,n.,,,,11a
5036,CHANGED,,impăngu,,"verrat de cochon sauvage, sanglier",,n.,,,,9|10
5037,CHANGED,,guhângūza,,"rappeler une promesse. Revenir chercher ce gui a été promis. Guhângūza mpangá, revenir à la charge pour faire exécuter une promesse.",,v.,,-je,,
5038,CHANGED,,gubângwa,,"être regardé de travers. Etre malheureux. Syn. kugōrwa. Etre menacé de. Igihúgu kirahânzwe n'ikigoyi, le pays est menacé de famine. Guhângwa n'amarûshwa, être dans les malheurs, avoir de la déveine, du guignon.",,v.,,-zwe,,
5039,CHANGED,,amahâni,,,,v.,,-hàâne,,
5108,CHANGED,,agaharage,,champ de haricots après la récolte,,n.,,udu-,,1213
5109,CHANGED,,guháragura,,,,v.,,-ye,,
5110,CHANGED,,imparáka,,chienne,,n.,,,,9|10
5111,CHANGED,,igiharamanga,,,,v.,,-manga,,
5160,CHANGED,,guháruka,,"être gratté, raclé.",,adj.,,-tse,,
5161,CHANGED,,guhárura,,"racler, gratter, défricher. Peler; écorcer.",,v.,,-ye,,
5162,CHANGED,,guhárūra,,"(néol.), numérateur.",,n.,,,,12a
5163,CHANGED,,guhárura,,"calculer, compter. Enumérer.",,v.,,-ye,,
5176,CHANGED,,sêntáregahárūzi,,"la, (sêntáre tribunal, -hárūzi 12 compteur), néol., Cour des Comptes,",,,,-hárūzi,,
5177,CHANGED,,igihárwe,,"qui est incomplet. À moitié plein. Wazanye igihárwe, tu was pas amené le compte. || Nombre impair.",,,,ibi-,,7|8
5178,CHANGED,,akâmpārwé,,rancæœur,,,,-hări,,12N
5188,CHANGED,,umuhāshi,,celui quì va chercher des vivres.,,n.,,aba-,,1|2
5189,CHANGED,,guháshura,,frapper pour corriger.,,v.,,-ye,,
5190,CHANGED,,hbāsí,,,,v.,,-,,
5191,CHANGED,,amahāta,,vêtements d'apparat.,,n.,,,,6
5208,CHANGED,,impátwe,,"selles très dures, constipation.",,,,,,9l10
5209,CHANGED,,guhava,,être sur le point de.,,être sur le point de,,-vūye,,
5210,CHANGED,,have,,v. -ve.,,,,,,
5211,CHANGED,,Umuhăvu,,"habitant du Buhavu en territoire de Kalehe, province du Sud-Kivu.",,noun,,Aba-,,
5268,CHANGED,,ruhebwá,,"sans augment, sans accord, permet d'exprimer certaines formes de superlatif: Nìkijûjú ruhebwá, il est d'une bêtise incurable, désespérante. Kubá ikinebwe rubebwá, être un parfait oisif, d'une paresse incurable.",,n.,,sans-,,11
5269,CHANGED,,umuheėbwa,,"individu supérieur, homme éminent, introuvable.",,n.,,aba-,,12
5270,CHANGED,,igihèbwa,,péj. à cause de la présence du préfixe de cl. 7(8 rebut.,,n.,,ibi-,,718
5271,CHANGED,,igihěfo,,champignon (blanc) comestible. Var. igihěfu.,,n.,,ibi-,,7|8
5344,CHANGED,,guhbëkēsha,,faire porter sur le dos; porter sur le dos à laide de,,v.,,-sheje,,
5345,CHANGED,,igikēko,,"Tout bout de bois, branchette ou racine, extrémité de corne, os court, piécette de métal travaillé ou non, pouvait servir damulette. Il suffisait qu'il y ait une relation entre le nom de de animal ou de lobjet miniaturisé servant dďd'amulette pour quon y attache une vertu préservatrice ou curative. L’amulette est avant tout un témoin organique visant à favoriser la fécondité, à conserver la vie. Kwambara ibihēkoo, porter sur soi des amulettes. Gushinga ibibēko, ficher des amulettes. Les objets et les animaux domestiques recevaient leurs amulettes: les veaux, les barattes, les pots àjt, les montants de la porte, le sommet de la hutte, le Iit, les greniers et les champs, bref, le domaine où les amulettes étendent leur protection est quasiment illimité. Le pluviator a son amulette propre, intsíro. Le devin a les siennes. Il existe des amulettes pour se protéger contre la grêle, la foudre, d'autres pour favoriser la montée du lait, d’autres encore pour s'attirer des amis. La plupart protègent contre le mauvais œil. Certains portaient un collier d'amulettes d'une quarantaine de pièces différentes. D’autres avaient des cornes chargées d'ingrédients divers (poils, ongles, griffes, etc.) qwils portaient au cou. Ibihēko vy'urubúra, des amullettes contre la grêle. Igihēko gihēkera Ďûŭûhēkewe mîmâna, (Prov.), seule la femme portée par la chance tire profit dune amulette. Igihēko gihēkera uwahêtse, (Prov.), seule la femme qui a porté des enfants tire profit dune amulette. Prov. 663, 1519. TROUWBORST 127, 158, 160. RODEGEM, XVI-1968-2. M.R.A.C. 41.872-41.875.",,n.,,,,
5346,CHANGED,,impēko,,"manière de porter un enfant sur le dos, d'attacher la peau ou l'étoffe qui sert à le porter",,n.,,,,9
5347,CHANGED,,guhēkūura,,détacher limpëtso. Priver une mère de son enfant.,,v.,,-ye,,
5420,CHANGED,,gahená,,,,adj.,,,,
5421,CHANGED,,guhenagura,,,,v.,,-ye,,
5422,CHANGED,,guhénagurika,,,,v.,,-tse,,
5423,CHANGED,,umuhénaguriké,,"objets tombés en désordre, dégringolés. || Hécatombe.",,n.,,imi-,,34
5464,CHANGED,,Nyamíhène,,hyène.,,,,,,9a|ia
5465,CHANGED,,impėne,,chèvre,,n,,,,
5466,CHANGED,,igisómàmpėne,,"baiser, hène chèvre, bouc",,noun,,ibi-,,"7|8, 9"
5467,CHANGED,,umusháhawámpene,,"(-shâbha 3 cæur, wà de, -hène 9 chèvre)",,n,,imi-,,34
5476,CHANGED,,amahenēsha,,Argent,,n.,,,,
5477,CHANGED,,guhbenëēska,,mettre à nu,,v.,,-sheje,,
5478,CHANGED,,guhengama,,pencher,,v.,,-ye,,
5479,CHANGED,,guhengamira,,incliner,,v.,,-ye,,
5492,CHANGED,,uruhengwé,,"amélioration, convalescence",,,,,,11
5493,CHANGED,,agahengwé,,"mieux, allégement",,,,udu-,,
5495,CHANGED,,guhbénurana,,"se précipiter, se bousculer, se culbuter mutuellement.",,,,-nye,,
5512,CHANGED,,guhéra,,à la fin,,n.,,-ze,,
5513,CHANGED,,intáherá,,interminable,,adj.,,,,9|10
5514,CHANGED,,guhêra,,"donner à Payer, récompenser",,v.,,-reye,,
5515,CHANGED,,impêrá,,"récompense, rémunération, salaire",,n.,,,,
5520,CHANGED,,impérahezwá,,final; définitif.,,adj.,,,,9|10
5521,CHANGED,,guhêràko,,"entamer, Se mettre à Syn. kwandama.",,v.,,-reyèko,,
5522,CHANGED,,ibuhéramâso,,garder indûment le bien autrui; être mauvais payeur.,,v.,,-sS0,,
5523,CHANGED,,guhéranira,,"avoir une dette envers; être créancier de; refuser de restituer, conserver par devers soi.",,v.,,-ye,,
5560,CHANGED,,urwîiherëēro,,retraite,,n.,,,,11
5561,CHANGED,,guhêrerwa,,"recevoir, être le bénéficiaire d'un don.",,v.,,,,
5562,CHANGED,,impéreryi,,Dendrohyrax arboreus SMITH.,,n.,,,,
5563,CHANGED,,imperetsi,,chien.,,n.,,,,9|10
5576,CHANGED,,ihêro,,Grand arbre sous lequel se faisaient certaines cérémonies rituelles.,,n.,,ama-,,5|6
5577,CHANGED,,guhérūka,,venir en dernier lieu.,,n.,,-tse,,
5578,CHANGED,,ubuhérūká,,"la dernière fois, en dernier lieu.",,n.,,ama-,,
5579,CHANGED,,guhérūkana,,"s'être rencontrés, retrouvés.",,v.,,-nye,,
5584,CHANGED,,kwîhësha,,se transformer,,n.,,-sheje,,
5585,CHANGED,,impěshi,,petite saison sèche,,n.,,,,9
5586,CHANGED,,ruhěshi,,lune de pai-jJuin,,n.,,,,15a
5587,CHANGED,,ihêshíma,,respect,,n.,,,,9i
5608,CHANGED,,umuheto,,être malheureux,,noun,,imi-,,
5609,CHANGED,,umureramuheto,,"poét. (-rer- porter sur les bras, -heto 3 arc), courageux, vaillant.",,,,aba-,,1|2
5610,CHANGED,,intwazamiheto,,"aider à porter, 4 arcs, sous les armes, un guerrier",,n,,"-twâz-, -heto",,9j10
5611,CHANGED,,ruvmamiheto,,défensive,,"dans expression guhíta mu ruvunamiheto, traverser une région dangereuse",,"-vun-, -heto",,11a
5612,CHANGED,,agaheto,,petit arc,,n.,,udu-,,
5613,CHANGED,,buheto,,"arqué, en forme darc; bombé; tordu; convexe; voûté",,adj.,,,,
5614,CHANGED,,igihetoheto,,ployé,,adj.,,,,
5615,CHANGED,,impētso,,ctoffe ou peau dans laquelle on porte un enfant sur le dos,,n.,,,,9|10
5620,CHANGED,,intáhetwá,,"incorrigible, intraitable, inflexible; insubordonné.",,adj.,,,,9|10
5621,CHANGED,,ubutáhetwá,,opiniâtreté.,,n.,,,,14
5622,CHANGED,,umuhévyi,,"généreux, large, philanthrope, charitable, secourabtle. abandon, confiance.",,adj.,,aba-,,1|2
5623,CHANGED,,guhêyahēya,,"amadouer, flatter, flagorner.",,v.,,-ye,,
5628,CHANGED,,ihéza,,"finale, achèvement, dénouement",,n,,-héz-,,5
5630,CHANGED,,uruhėza,,(cfr -héz-),,,,,,11110
5631,CHANGED,,guhêzagira,,souhaiter du bien à gan; bénir; consacrer.,,,,-ye,,
5664,CHANGED,,amahïgi,,chants de chasse,,n.,,,,
5665,CHANGED,,uruhïgi,,chasse,,n.,,,,1110
5666,CHANGED,,agahígihígi,,"doute; hésitation; perplexité, indécision",,n.,,udu-,,1213
5667,CHANGED,,guhigima,,"hésiter, être défiant, perplexe, indécis",,v.,,-mye,,
5672,CHANGED,,umuhigira,,bâton du vacher; houlette,,n.,,imi-,,
5673,CHANGED,,ihigiro,,"objet de pari; objet admiré, convoité, qwon recherche ou dont on veut souligner la valeur",,n.,,,,5
5674,CHANGED,,guhigīsha,,"servir à la chasse, être employé au cours d'une chasse",,v.,,-shije,,
5675,CHANGED,,guhbigita,,"brandir; avoir les seins fermes, dressés, être dans la fleur de l'âge; menacer de déborder",,v.,,-se,,
5724,CHANGED,,uruhimbi,,"dressoir, étagère",,n.,,,,1110
5725,CHANGED,,impimbiggye,,,,v.,,gûye-,,
5726,CHANGED,,euhîmbira,,"se laisser aller; se négliger, être hirsute",,v.,,-ye,,
5727,CHANGED,,umuhîmbiré,,"individu hirsute, aux cheveux ébouriffés, négligés",,n.,,aba-,,
5740,CHANGED,,guhina,,"mettre à la raison, vamere",,,,-nnye,,
5741,CHANGED,,kwîhina,,"se glisser, s’'introduire",,,,-nnye,,
5742,CHANGED,,agahínabēre,,il est parti sans espoir de retour,,,,,,12
5743,CHANGED,,euhínahina,,"être indécis, ne pas oser trancher, faire montre dun excès de prudence",,,,-nnye,,
5744,CHANGED,,kwîhinānura,,"faire des contorsions, se redresser.",,,,-ve,,
5745,CHANGED,,uruhbinda,,paquet (de sel),,,,,,1110
5746,CHANGED,,agahinda,,"préoccupation, souci; tristesse, chagrin.",,,,,,12113
5792,CHANGED,,ubuhinga,,"art, science; spécialité",,n.,,,,14
5793,CHANGED,,guhingama,,se coucher (soleil); décliner (jour),,v.,,-mye,,
5794,CHANGED,,igihingamăûsi,,,,v.,,-si,,
5795,CHANGED,,'hingé,,attends,,v.,,,,
5840,CHANGED,,guhiryurana,,"se mépriser mutuellement, se méfier Vun de Vautre",,v.,,-nye,,
5841,CHANGED,,guhinyurwa,,"être critiqué, contredit; être convaincu de mensonge",,v.,,-we,,
5842,CHANGED,,kwîhinyuza,,se déjuger,,v.,,-je,,
5843,CHANGED,,impinyúza,,un témoin à décharge,,n.,,,,9|10
5884,CHANGED,,Abahirwa,,mauvaise famille hima,,,,,,2
5885,CHANGED,,umuhirwe,,bienheureux,,,,aba-,,1|2
5886,CHANGED,,ubuhirwe,,bonheur,,,,ama-,,14|6
5887,CHANGED,,híirya,,-rya,,,,v-rya,,
5928,CHANGED,,guhítiriza,,"passer sans rien dire, essayer de passer inaperçu.",,v.,,-je,,
5929,CHANGED,,guhítīsha,,faire passer par. Purger.,,v.,,-shije,,
5930,CHANGED,,guhítiza,,avoir des récoltes surannées; garder des semences en réserve.,,v.,,-je,,
5931,CHANGED,,umuhíto,,passage.,,n.,,imi-,,3|4
5932,CHANGED,,agahíto,,passage dans enclos,,n.,,udu-,,1213
5933,CHANGED,,guhítwa,,être fréquenté (sentier),,v.,,-swe,,
5934,CHANGED,,umuhivu,,Fibre du raphia,,n.,,imi-,,34
5935,CHANGED,,umuhiza,,Ficus aux feuilles luisantes,,n.,,imi-,,3j4
6020,CHANGED,,guhombagana,,"être cabossé, enfoncé. guhombagaza, -je, (cfr -homb-), ébrécher en plusieurs endroits. Guhombagaza ubŭgi abîimer le tranchant d'un couteau. guhombagiza, -je, (pop.) partir, décamper. Syn. kugenda. Ahbhombagiza nk'indŭûra yimwé igikòba, il partit mortifié, la queue entre les jambes.",,v.,,-nye,,
6021,CHANGED,,guhombāna,,"être concave, s'affaisser.",,v.,,-nye,,
6022,CHANGED,,impěmbāne,,vote surbaissée.,,n.,,,,9|10
6023,CHANGED,,guhombānya,,"presser avec les doigts, déformer, faire des creux et des bosses. 14, (cfr -homb-), échec, insuccès, revers. Syn. uruhombo.",,v.,,-nije,,
6060,CHANGED,,ihonda,,terme noble désignant le sorgho,,n.,,ama-,,
6061,CHANGED,,guhbonda,,"frapper, cogner, concasser",,v.,,-nze,,
6062,CHANGED,,guhondagana,,"se précipiter en se bousculant, se cogner mutuellement. S'écouler rapidement.",,v.,,-nye,,
6063,CHANGED,,guhondagura,,assommer de coups,,v.,,-ye,,
6104,CHANGED,,ihni,,"(de Fang. horn), klaxon",,n.,,ama-,,9|10
6105,CHANGED,,guhônja,,goûter,,n.,,-njeje,,
6106,CHANGED,,guhônjagira,,faire du travail mal soigné,,v.,,-ye,,
6107,CHANGED,,guhônjagura,,"entasser en désordre, abîmer",,v.,,-ye,,
6112,CHANGED,,guhónobēra,,"se concentrer, Sabstraire, Sabsorber, se plonger dans les idées ou le travail et ne plus penser à autre chose.",,verb,,-reye,,
6113,CHANGED,,agahonóbēre,,complètement,,verb,,,,12
6114,CHANGED,,umuhonogo,,défilé (de montagne),,,,imi-,,3|4
6128,CHANGED,,guhōra,,"exercer la vendetta, venger qqn. Umpōra ikí?, pourquoi men veux-tu? || Percevoir un droit de passage. || Hacher de la viande, débiter une bête, couper les os avec une hache.",,,,-ye,,
6129,CHANGED,,kwîhōra,,"se venger, rendre la pareille.",,example,,-ye,,
6131,CHANGED,,umuhora,,vengeur,,,,aba-,,1|2
6176,CHANGED,,guhórōra,,"consoler la jeune mariée, donner un cadeau à sa jeune épouse.",,,,-ye,,
6177,CHANGED,,impórrano,,"cadeau fait par le jeune époux à sa femme pour qu elle consente à parler, à manger, etc.",,,,,,
6178,CHANGED,,umuhoróro,,"L'écorce de Ficus servait autrefois, après assouplissement et séchage, de vêtement à une grande partie de ia population.",,ENGL,,imi-,,314
6256,CHANGED,,ihūgūgu,,"lance, javelot, sagaie",,n.,,ama-,,56
6257,CHANGED,,igibūgūgu,,"pigeon, tourterelle",,n.,,ibi-,,118
6258,CHANGED,,umuhúguté,,pourriture,,n.,,imi-,,
6259,CHANGED,,igihūha,,corne ddappel,,n.,,ibi-,,718
6272,CHANGED,,guhúhereza,,tomber en gouttelettes,,v.,,-je,,
6273,CHANGED,,uruhuhérezi,,"bruine, embrun",,n.,,impuhérezi,,
6274,CHANGED,,guhúhika,,"nuire à; manœuvrer malicieusement pour faire partir, molester",,v.,,-tse,,
6275,CHANGED,,uruhúhiko,,molestation,,n.,,impúhiko,,1110
6320,CHANGED,,igihûmbu,,Débauché. Indigne.,,adj.,,ibi-,,10
6321,CHANGED,,guhumbwa,,être glané.,,v.,,-mbwe,,
6322,CHANGED,,igihùūme,,un aveugle.,,n.,,ibi-,,11
6323,CHANGED,,agahûmé,,"fantôme, feu follet, esprit qui hante certains marais, etc.",,n.,,udu-,,1213
6345,CHANGED,,impûmvyo,,amulette en corne rendant invulnérable.,,,,,,9|10
